ID,alpha,beta,trial,Q1,Q2,Prob,Choice,Reward,Op1_p,Op2_p
1,0.1,0.5,1,0,0,0.5,2,1,0.6,0.4
1,0.1,0.5,2,0,0.1,0.4875026035157896,1,0,0.6,0.4
1,0.1,0.5,3,0,0.1,0.4875026035157896,1,1,0.6,0.4
1,0.1,0.5,4,0.1,0.1,0.5,2,0,0.6,0.4
1,0.1,0.5,5,0.1,0.09,0.5012499973958399,2,1,0.6,0.4
1,0.1,0.5,6,0.1,0.181,0.48987638373397097,2,0,0.6,0.4
1,0.1,0.5,7,0.1,0.1629,0.4921381480041063,1,1,0.6,0.4
1,0.1,0.5,8,0.19,0.1629,0.5033874481714958,2,0,0.6,0.4
1,0.1,0.5,9,0.19,0.14661,0.5054235372756107,2,0,0.6,0.4
1,0.1,0.5,10,0.19,0.13194899999999998,0.5072558655972267,2,0,0.6,0.4
1,0.1,0.5,11,0.19,0.11875409999999999,0.5089047958417874,1,1,0.6,0.4
1,0.1,0.5,12,0.271,0.11875409999999999,0.5190215530319638,1,0,0.6,0.4
1,0.1,0.5,13,0.2439,0.11875409999999999,0.5156381354037768,2,0,0.6,0.4
1,0.1,0.5,14,0.2439,0.10687868999999998,0.5171209675359888,1,1,0.6,0.4
1,0.1,0.5,15,0.31951,0.10687868999999998,0.5265539068521481,1,0,0.6,0.4
1,0.1,0.5,16,0.287559,0.10687868999999998,0.5225696909206374,2,1,0.6,0.4
1,0.1,0.5,17,0.287559,0.19619082100000002,0.5114190364490326,1,0,0.6,0.4
1,0.1,0.5,18,0.2588031,0.19619082100000002,0.5078258957221217,1,1,0.6,0.4
1,0.1,0.5,19,0.33292279,0.19619082100000002,0.5170848422284794,1,1,0.6,0.4
1,0.1,0.5,20,0.399630511,0.19619082100000002,0.5254080570846938,1,1,0.6,0.4
1,0.1,0.5,21,0.4596674599,0.19619082100000002,0.5328870307877019,2,0,0.6,0.4
1,0.1,0.5,22,0.4596674599,0.1765717389,0.5353279994277355,1,1,0.6,0.4
1,0.1,0.5,23,0.51370071391,0.1765717389,0.5420416214814859,2,0,0.6,0.4
1,0.1,0.5,24,0.51370071391,0.15891456501,0.5442323363556298,1,1,0.6,0.4
1,0.1,0.5,25,0.562330642519,0.15891456501,0.5502567291260227,2,0,0.6,0.4
1,0.1,0.5,26,0.562330642519,0.14302310850900002,0.5522222971100503,1,1,0.6,0.4
1,0.1,0.5,27,0.6060975782671,0.14302310850900002,0.5576270918636879,2,0,0.6,0.4
1,0.1,0.5,28,0.6060975782671,0.12872079765810002,0.5593903984051318,1,1,0.6,0.4
1,0.1,0.5,29,0.64548782044039,0.12872079765810002,0.5642388816617062,2,0,0.6,0.4
1,0.1,0.5,30,0.64548782044039,0.11584871789229001,0.5658206730096539,2,1,0.6,0.4
1,0.1,0.5,31,0.64548782044039,0.20426384610306103,0.554930390397874,1,0,0.6,0.4
1,0.1,0.5,32,0.580939038396351,0.20426384610306103,0.5469457131926315,2,0,0.6,0.4
1,0.1,0.5,33,0.580939038396351,0.18383746149275493,0.5494752675922546,1,1,0.6,0.4
