ID,alpha,beta,trial,Q1,Q2,Prob,Choice,Reward,Op1_p,Op2_p
1,0.2876,2.3873,1,0,0,0.5,1,1,0.7,0.3
1,0.2876,2.3873,2,0.7989,0,0.9913188003451819,1,0,0.7,0.3
1,0.2876,2.3873,3,0.16065878999999994,0,0.7216753114665352,1,0,0.7,0.3
1,0.2876,2.3873,4,0.032308482668999966,0,0.5477553513070411,2,0,0.7,0.3
1,0.2876,2.3873,5,0.032308482668999966,0,0.5477553513070411,2,0,0.7,0.3
1,0.2876,2.3873,6,0.032308482668999966,0,0.5477553513070411,1,0,0.7,0.3
1,0.2876,2.3873,7,0.006497235864735891,0,0.5096317726591373,2,0,0.7,0.3
1,0.2876,2.3873,8,0.006497235864735891,0,0.5096317726591373,1,0,0.7,0.3
1,0.2876,2.3873,9,0.0013065941323983877,0,0.5019371794326815,2,0,0.7,0.3
1,0.2876,2.3873,10,0.0013065941323983877,0,0.5019371794326815,1,1,0.7,0.3
1,0.2876,2.3873,11,0.7991627560800254,0,0.9913322003424803,2,0,0.7,0.3
1,0.2876,2.3873,12,0.7991627560800254,0,0.9913322003424803,1,1,0.7,0.3
1,0.2876,2.3873,13,0.9596116302476931,0,0.996635067514352,1,1,0.7,0.3
1,0.2876,2.3873,14,0.9918778988428111,0,0.9972194770982808,1,1,0.7,0.3
1,0.2876,2.3873,15,0.9983666454572893,0,0.9973241623700734,1,1,0.7,0.3
1,0.2876,2.3873,16,0.9996715324014609,0,0.997344735004721,1,1,0.7,0.3
1,0.2876,2.3873,17,0.9999339451659338,0,0.9973488530710769,1,1,0.7,0.3
1,0.2876,2.3873,18,0.9999867163728693,0,0.9973496804446232,1,1,0.7,0.3
1,0.2876,2.3873,19,0.9999973286625841,0,0.9973498467983397,1,1,0.7,0.3
1,0.2876,2.3873,20,0.9999994627940456,0,0.9973498802508144,1,1,0.7,0.3
1,0.2876,2.3873,21,0.9999998919678825,0,0.9973498869780562,1,1,0.7,0.3
1,0.2876,2.3873,22,0.9999999782747412,0,0.9973498883309023,1,0,0.7,0.3
1,0.2876,2.3873,23,0.2010999956310504,0,0.767209951028743,1,1,0.7,0.3
1,0.2876,2.3873,24,0.8393412091214043,0,0.9931573432958632,1,1,0.7,0.3
1,0.2876,2.3873,25,0.9676915171543145,0,0.9967920003522889,1,1,0.7,0.3
1,0.2876,2.3873,26,0.9935027640997326,0,0.9972460688326985,1,1,0.7,0.3
1,0.2876,2.3873,27,0.9986934058604562,0,0.9973293288928662,1,1,0.7,0.3
1,0.2876,2.3873,28,0.9997372439185377,0,0.9973457668196396,1,1,0.7,0.3
1,0.2876,2.3873,29,0.999947159752018,0,0.997349060280183,1,1,0.7,0.3
1,0.2876,2.3873,30,0.9999893738261308,0,0.9973497221027017,1,1,0.7,0.3
1,0.2876,2.3873,31,0.9999978630764349,0,0.9973498551753072,1,1,0.7,0.3
1,0.2876,2.3873,32,0.999999570264671,0,0.9973498819354034,1,0,0.7,0.3
1,0.2876,2.3873,33,0.20109991358022528,0,0.7672098641221032,2,0,0.7,0.3
1,0.2876,2.3873,34,0.20109991358022528,0,0.7672098641221032,1,0,0.7,0.3
1,0.2876,2.3873,35,0.04044119262098328,0,0.5596733551042917,2,0,0.7,0.3
1,0.2876,2.3873,36,0.04044119262098328,0,0.5596733551042917,1,1,0.7,0.3
1,0.2876,2.3873,37,0.8070327238360797,0,0.9917241845505581,1,1,0.7,0.3
1,0.2876,2.3873,38,0.9611942807634356,0,0.9966663979169182,1,0,0.7,0.3
1,0.2876,2.3873,39,0.19329616986152687,0,0.7588423053584616,1,0,0.7,0.3
1,0.2876,2.3873,40,0.038871859759153055,0,0.5573785061600167,1,1,0.7,0.3
1,0.2876,2.3873,41,0.8067171309975657,0,0.9917088093815103,1,1,0.7,0.3
1,0.2876,2.3873,42,0.9611308150436104,0,0.996665147153174,1,0,0.7,0.3
1,0.2876,2.3873,43,0.19328340690527002,0,0.7588284536367469,1,1,0.7,0.3
1,0.2876,2.3873,44,0.8377692931286499,0,0.9930936987057343,1,1,0.7,0.3
1,0.2876,2.3873,45,0.9673754048481715,0,0.9967860000088956,1,0,0.7,0.3
1,0.2876,2.3873,46,0.1945391939149672,0,0.760188765931775,1,0,0.7,0.3
1,0.2876,2.3873,47,0.03912183189629989,0,0.5577442092338477,1,1,0.7,0.3
1,0.2876,2.3873,48,0.8067674003943459,0,0.9917112603198953,1,0,0.7,0.3
1,0.2876,2.3873,49,0.16224092421930292,0,0.7235560250609473,1,0,0.7,0.3
1,0.2876,2.3873,50,0.032626649860501816,0,0.5482227284930392,2,0,0.7,0.3
1,0.2876,2.3873,51,0.032626649860501816,0,0.5482227284930392,2,1,0.7,0.3
1,0.2876,2.3873,52,0.032626649860501816,0.7989,0.010514976003233135,2,1,0.7,0.3
1,0.2876,2.3873,53,0.032626649860501816,0.95955879,0.004081621141870415,2,1,0.7,0.3
1,0.2876,2.3873,54,0.032626649860501816,0.991867272669,0.0033723193665363307,2,1,0.7,0.3
1,0.2876,2.3873,55,0.032626649860501816,0.9983645085337359,0.003245262913297397,2,1,0.7,0.3
1,0.2876,2.3873,56,0.032626649860501816,0.9996711026661343,0.003220294005061092,2,0,0.7,0.3
1,0.2876,2.3873,57,0.032626649860501816,0.20103385874615953,0.2691894306279631,2,1,0.7,0.3
1,0.2876,2.3873,58,0.032626649860501816,0.8393279089938527,0.008291964617528718,2,0,0.7,0.3
1,0.2876,2.3873,59,0.032626649860501816,0.16878884249866377,0.30842137812941245,2,0,0.7,0.3
1,0.2876,2.3873,60,0.032626649860501816,0.03394343622648127,0.49804770953560934,1,0,0.7,0.3
1,0.2876,2.3873,61,0.006561219286946914,0.03394343622648127,0.45949142110087443,1,0,0.7,0.3
1,0.2876,2.3873,62,0.001319461198605024,0.03394343622648127,0.45178120039514646,1,0,0.7,0.3
1,0.2876,2.3873,63,2.653436470394703e-4,0.03394343622648127,0.45023334591865655,2,0,0.7,0.3
1,0.2876,2.3873,64,2.653436470394703e-4,0.006826025025145382,0.4902741966848558,1,1,0.7,0.3
1,0.2876,2.3873,65,0.7989533606074197,0.006826025025145382,0.9909662343341352,1,1,0.7,0.3
1,0.2876,2.3873,66,0.959569520818152,0.006826025025145382,0.9964956694904649,1,1,0.7,0.3
1,0.2876,2.3873,67,0.9918694306365303,0.006826025025145382,0.9971047948916619,1,1,0.7,0.3
1,0.2876,2.3873,68,0.9983649425010063,0.006826025025145382,0.9972138972993905,1,0,0.7,0.3
1,0.2876,2.3873,69,0.2007711899369523,0.006826025025145382,0.7595459483517043,1,1,0.7,0.3
1,0.2876,2.3873,70,0.8392750862963212,0.006826025025145382,0.9928738971062868,1,1,0.7,0.3
1,0.2876,2.3873,71,0.9676782198541902,0.006826025025145382,0.9966596506518332,1,1,0.7,0.3
1,0.2876,2.3873,72,0.9935000900126777,0.006826025025145382,0.9971325784935353,1,1,0.7,0.3
