ID,alpha,beta,trial,Q1,Q2,Prob,Choice,Reward,Op1_p,Op2_p
1,0.1,0.5,1,0,0,0.5,2,0,0.8,0.2
1,0.1,0.5,2,0,0,0.5,2,0,0.8,0.2
1,0.1,0.5,3,0,0,0.5,1,0,0.8,0.2
1,0.1,0.5,4,0,0,0.5,1,1,0.8,0.2
1,0.1,0.5,5,0.1,0,0.5124973964842103,1,1,0.8,0.2
1,0.1,0.5,6,0.19,0,0.523732154126561,1,1,0.8,0.2
1,0.1,0.5,7,0.271,0,0.5338232655279791,1,1,0.8,0.2
1,0.1,0.5,8,0.34390000000000004,0,0.5428818953180848,1,0,0.8,0.2
1,0.1,0.5,9,0.30951000000000006,0,0.5386117210446943,1,1,0.8,0.2
1,0.1,0.5,10,0.3785590000000001,0,0.5471791029567151,1,0,0.8,0.2
1,0.1,0.5,11,0.3407031000000001,0,0.5424851950317869,1,1,0.8,0.2
1,0.1,0.5,12,0.4066327900000001,0,0.5506547236436083,1,1,0.8,0.2
1,0.1,0.5,13,0.46596951100000006,0,0.5579841351285523,1,1,0.8,0.2
1,0.1,0.5,14,0.5193725599000001,0,0.5645591709027065,2,0,0.8,0.2
1,0.1,0.5,15,0.5193725599000001,0,0.5645591709027065,1,1,0.8,0.2
1,0.1,0.5,16,0.5674353039100001,0,0.5704574192075166,2,1,0.8,0.2
1,0.1,0.5,17,0.5674353039100001,0.1,0.5581648874378038,1,1,0.8,0.2
1,0.1,0.5,18,0.6106917735190001,0.1,0.5634918654750661,1,0,0.8,0.2
1,0.1,0.5,19,0.5496225961671001,0.1,0.5559673066360747,2,0,0.8,0.2
1,0.1,0.5,20,0.5496225961671001,0.09,0.5572012970526019,2,0,0.8,0.2
1,0.1,0.5,21,0.5496225961671001,0.081,0.558311285514258,2,1,0.8,0.2
1,0.1,0.5,22,0.5496225961671001,0.1729,0.5469515864336238,2,1,0.8,0.2
1,0.1,0.5,23,0.5496225961671001,0.25561,0.5366855311736947,2,0,0.8,0.2
1,0.1,0.5,24,0.5496225961671001,0.230049,0.5398619232988261,1,1,0.8,0.2
1,0.1,0.5,25,0.5946603365503901,0.230049,0.5454506061495288,1,0,0.8,0.2
1,0.1,0.5,26,0.5351943028953511,0.230049,0.5380693420058014,1,1,0.8,0.2
1,0.1,0.5,27,0.581674872605816,0.230049,0.5438403660439741,1,1,0.8,0.2
1,0.1,0.5,28,0.6235073853452344,0.230049,0.5490242870339991,2,0,0.8,0.2
1,0.1,0.5,29,0.6235073853452344,0.2070441,0.5518706183406589,1,1,0.8,0.2
1,0.1,0.5,30,0.661156646810711,0.2070441,0.5565214485838227,2,0,0.8,0.2
1,0.1,0.5,31,0.661156646810711,0.18633969,0.5590749110219158,2,1,0.8,0.2
1,0.1,0.5,32,0.661156646810711,0.267705721,0.5490233635560655,2,0,0.8,0.2
1,0.1,0.5,33,0.661156646810711,0.2409351489,0.5523352936323548,1,1,0.8,0.2
1,0.1,0.5,34,0.6950409821296398,0.2409351489,0.5565206201098836,1,1,0.8,0.2
1,0.1,0.5,35,0.7255368839166758,0.2409351489,0.5602805837521427,1,0,0.8,0.2
1,0.1,0.5,36,0.6529831955250083,0.2409351489,0.5513245909311307,1,0,0.8,0.2
1,0.1,0.5,37,0.5876848759725074,0.2409351489,0.5432354694184398,2,0,0.8,0.2
1,0.1,0.5,38,0.5876848759725074,0.21684163401,0.5462230475034394,1,1,0.8,0.2
1,0.1,0.5,39,0.6289163883752567,0.21684163401,0.5513278942194509,1,1,0.8,0.2
1,0.1,0.5,40,0.6660247495377309,0.21684163401,0.5559130591904857,2,0,0.8,0.2
1,0.1,0.5,41,0.6660247495377309,0.19515747060900002,0.5585880365264767,2,0,0.8,0.2
1,0.1,0.5,42,0.6660247495377309,0.1756417235481,0.5609926166768645,1,1,0.8,0.2
1,0.1,0.5,43,0.6994222745839579,0.1756417235481,0.5651009064893739,1,1,0.8,0.2
1,0.1,0.5,44,0.7294800471255621,0.1756417235481,0.5687907541366303,2,1,0.8,0.2
1,0.1,0.5,45,0.7294800471255621,0.25807755119329,0.5586540190352984,1,1,0.8,0.2
1,0.1,0.5,46,0.756532042413006,0.25807755119329,0.5619862905631978,1,1,0.8,0.2
1,0.1,0.5,47,0.7808788381717053,0.25807755119329,0.5649805697720293,1,0,0.8,0.2
1,0.1,0.5,48,0.7027909543545348,0.25807755119329,0.5553612631874714,1,1,0.8,0.2
1,0.1,0.5,49,0.7325118589190813,0.25807755119329,0.559027747046394,1,0,0.8,0.2
1,0.1,0.5,50,0.6592606730271732,0.25807755119329,0.5499804141225749,1,1,0.8,0.2
2,0.1,1,1,0,0,0.5,2,0,0.8,0.2
2,0.1,1,2,0,0,0.5,1,0,0.8,0.2
2,0.1,1,3,0,0,0.5,1,1,0.8,0.2
2,0.1,1,4,0.1,0,0.52497918747894,1,1,0.8,0.2
2,0.1,1,5,0.19,0,0.5473576181430894,1,1,0.8,0.2
2,0.1,1,6,0.271,0,0.5673383870169968,1,0,0.8,0.2
2,0.1,1,7,0.2439,0,0.5606745179714383,2,1,0.8,0.2
2,0.1,1,8,0.2439,0.1,0.5359130497884632,1,1,0.8,0.2
2,0.1,1,9,0.31951,0.1,0.5546582022355467,2,0,0.8,0.2
2,0.1,1,10,0.31951,0.09,0.5571269570948839,1,1,0.8,0.2
2,0.1,1,11,0.38755900000000004,0.09,0.5738456859165335,1,1,0.8,0.2
2,0.1,1,12,0.44880310000000007,0.09,0.5887506674733698,2,0,0.8,0.2
2,0.1,1,13,0.44880310000000007,0.081,0.5909280234712607,2,0,0.8,0.2
2,0.1,1,14,0.44880310000000007,0.0729,0.5928846016864187,1,0,0.8,0.2
2,0.1,1,15,0.4039227900000001,0.0729,0.5820082165738625,1,0,0.8,0.2
2,0.1,1,16,0.36353051100000006,0.0729,0.5721504854517437,2,1,0.8,0.2
2,0.1,1,17,0.36353051100000006,0.16561000000000003,0.5493192361633918,2,0,0.8,0.2
2,0.1,1,18,0.36353051100000006,0.14904900000000004,0.5534157638284076,2,0,0.8,0.2
2,0.1,1,19,0.36353051100000006,0.13414410000000004,0.5570964629609962,1,1,0.8,0.2
2,0.1,1,20,0.42717745990000006,0.13414410000000004,0.5727385869439413,2,0,0.8,0.2
2,0.1,1,21,0.42717745990000006,0.12072969000000004,0.5760179661003791,1,1,0.8,0.2
2,0.1,1,22,0.4844597139100001,0.12072969000000004,0.5899430668331236,2,1,0.8,0.2
