ID,alpha,beta,trial,Q1,Q2,Prob,Choice,Reward,Op1_p,Op2_p
1,0.2876,4.7745,1,0,0,0.5,1,1,0.6,0.4
1,0.2876,4.7745,2,0.7989,0,0.9999233108026295,1,1,0.6,0.4
1,0.2876,4.7745,3,0.95955879,0,0.9999885925312074,1,0,0.6,0.4
1,0.2876,4.7745,4,0.19296727266899993,0,0.9079423207656977,2,1,0.6,0.4
1,0.2876,4.7745,5,0.19296727266899993,0.7989,7.558530156606102e-4,2,1,0.6,0.4
1,0.2876,4.7745,6,0.19296727266899993,0.95955879,1.1249769426704617e-4,2,1,0.6,0.4
1,0.2876,4.7745,7,0.19296727266899993,0.991867272669,7.668919737044616e-5,2,0,0.6,0.4
1,0.2876,4.7745,8,0.19296727266899993,0.19946450853373587,0.4807437626169118,1,0,0.6,0.4
1,0.2876,4.7745,9,0.03880571853373588,0.19946450853373587,0.1294807284644505,2,1,0.6,0.4
1,0.2876,4.7745,10,0.03880571853373588,0.8390123126661343,7.550996639704245e-5,2,1,0.6,0.4
1,0.2876,4.7745,11,0.03880571853373588,0.9676253760771596,1.642586219452585e-5,2,0,0.6,0.4
1,0.2876,4.7745,12,0.03880571853373588,0.19458946312911674,0.13613900439225757,2,0,0.6,0.4
1,0.2876,4.7745,13,0.03880571853373588,0.03913194103526538,0.4990326780897508,1,0,0.6,0.4
1,0.2876,4.7745,14,0.007803829997134283,0.03913194103526538,0.40815939161244447,2,0,0.6,0.4
1,0.2876,4.7745,15,0.007803829997134283,0.007869433342191867,0.49980547133096664,1,1,0.6,0.4
1,0.2876,4.7745,16,0.8004693502124237,0.007869433342191867,0.9999173611786933,1,0,0.6,0.4
1,0.2876,4.7745,17,0.16097438632771832,0.007869433342191867,0.8600809578504307,1,1,0.6,0.4
1,0.2876,4.7745,18,0.8312719490905042,0.007869433342191867,0.9999426508336026,1,1,0.6,0.4
1,0.2876,4.7745,19,0.9660687889621005,0.007869433342191867,0.9999884071071159,1,0,0.6,0.4
1,0.2876,4.7745,20,0.19427643346027834,0.007869433342191867,0.9012289501286674,1,1,0.6,0.4
1,0.2876,4.7745,21,0.837968990768862,0.007869433342191867,0.9999470297865247,1,1,0.6,0.4
1,0.2876,4.7745,22,0.9674155640436182,0.007869433342191867,0.9999885908182592,1,0,0.6,0.4
1,0.2876,4.7745,23,0.1945472699291716,0.007869433342191867,0.9015145314637127,1,1,0.6,0.4
1,0.2876,4.7745,24,0.8380234559827564,0.007869433342191867,0.9999470639927632,1,1,0.6,0.4
1,0.2876,4.7745,25,0.9674265169981323,0.007869433342191867,0.9999885923003345,1,1,0.6,0.4
1,0.2876,4.7745,26,0.9934494725683244,0.007869433342191867,0.9999916217765563,1,0,0.6,0.4
1,0.2876,4.7745,27,0.19978268893348994,0.007869433342191867,0.9068920568938398,1,0,0.6,0.4
1,0.2876,4.7745,28,0.0401762987445248,0.007869433342191867,0.5946418995644565,1,1,0.6,0.4
1,0.2876,4.7745,29,0.806979453677524,0.007869433342191867,0.9999235015854004,1,1,0.6,0.4
1,0.2876,4.7745,30,0.9611835681345501,0.007869433342191867,0.9999877155448755,1,1,0.6,0.4
1,0.2876,4.7745,31,0.992194015551858,0.007869433342191867,0.9999914960852451,1,1,0.6,0.4
